5000 100001
4314 2371 52
4940 2139 48
2032 62 2
3042 2857 3
4377 3972 31
3333 1347 32
4256 1374 58
3755 2565 72
1354 1349 21
2938 4490 86
4805 3630 95
2734 2809 77
3923 3241 37
67 3396 22
3501 4736 77
2433 3248 2
4360 1514 99
3983 3017 40
3179 97 18
4561 4421 49
4051 2684 53
2517 1967 1
724 329 83
1344 4461 28
2155 2460 23
3218 811 97
3620 1445 8
3852 4337 12
3471 658 40
4403 4970 72
3642 128 20
3609 4079 82
4325 3980 62
828 1315 100
4634 944 94
4865 2257 5
2079 4468 58
849 4887 78
3602 927 10
3298 3238 48
3614 493 100
1581 4708 97
4471 2256 2
592 4488 78
3466 3881 3
4008 206 20
337 3453 96
3147 1390 24
3568 869 22
998 1080 46
3476 4717 27
716 1579 50
4845 4576 65
4788 410 68
4129 883 48
619 991 60
1355 1057 29
1389 2243 61
3828 2860 32
1212 2293 99
617 1017 6
3278 2297 13
1528 80 87
2739 213 83
2528 2720 12
150 327 75
80 3196 44
2285 1131 11
1019 1931 65
1970 2630 40
4007 1607 18
1416 4128 87
879 1197 61
4519 2248 37
483 1395 49
3836 3799 61
4956 836 25
5000 3721 59
1342 1917 17
3172 2307 54
323 3495 93
833 2567 13
2326 1720 42
527 4623 54
4697 4719 24
100 4268 81
149 3262 86
955 1502 3
707 1675 22
1412 1153 32
3147 2399 47
435 205 31
739 2207 32
4336 1525 75
1530 4071 28
3759 3134 28
658 103 18
2537 2087 43
4267 1563 94
1077 3335 68
230 447 25
3175 3641 28
4504 2051 2
2791 1394 84
3277 958 91
4528 4429 28
194 261 62
2420 3230 76
3419 2004 60
2186 3317 22
2373 528 48
1954 4462 76
2722 2448 47
682 478 15
4808 1600 18
467 2016 54
272 1623 37
2069 2269 70
3809 4202 3
3374 3570 1
3085 273 32
2238 260 80
4496 879 13
4089 1552 52
1716 165 54
4704 311 74
1883 1445 92
6 1337 70
402 3496 75
4974 4683 82
2531 1755 81
3411 868 12
78 2417 81
216 3542 19
3877 3789 55
3717 4029 36
1425 1432 31
3969 445 64
2092 1808 98
991 1716 25
1822 287 96
1750 1626 55
4573 4271 37
1718 1919 7
4883 480 41
2856 221 74
2139 823 3
632 367 29
3944 4345 44
3045 3629 53
2116 2255 49
3373 2602 36
152 4741 3
2403 2998 94
860 620 78
1134 727 90
1070 3604 13
3014 4029 50
33 3898 29
3661 3919 59
2778 500 63
2332 307 89
1431 3758 30
3381 482 32
1109 1321 7
2582 679 49
2357 2932 43
3267 4392 41
4729 1203 32
3088 1895 85
4192 4956 34
588 4106 31
2773 2974 17
4772 4536 64
4463 1553 45
3536 1040 2
3647 4503 78
4252 1844 20
598 124 1
1886 1036 43
4427 2485 87
1886 1892 19
3527 3862 74
3600 2374 94
4059 4893 100
3332 1902 69
3590 444 82
2458 4106 30
3728 4546 41
2171 4617 7
413 3247 68
1919 576 90
4289 2875 75
1835 4631 32
4200 756 91
4780 378 35
737 647 7
728 2723 49
3857 1248 12
1057 2140 5
1390 1318 99
1720 2787 81
2879 2895 36
4716 2767 3
3520 2361 42
2677 2263 50
3850 367 30
4023 4318 53
2950 1125 43
188 2267 61
4298 1208 8
1484 4062 49
2839 1186 36
3415 2786 76
2946 582 44
3943 3959 30
752 4706 30
4335 1916 47
4103 145 89
1412 1744 40
2026 3327 5
510 4498 44
1134 1427 9
283 3299 84
231 1541 91
3595 1359 27
1365 739 38
3328 2972 49
4324 2730 54
1614 65 81
4272 2858 72
551 2528 100
96 1987 15
350 1769 78
136 4787 34
3271 1516 68
3718 1824 19
2320 2744 9
2687 3823 69
3109 4316 21
2217 3881 71
2802 1354 55
2951 1745 44
3075 1469 82
3246 2210 63
2264 4671 68
28 1863 25
370 1797 1
4430 2852 23
3775 3160 82
1647 1018 87
4974 3450 38
172 829 74
3943 424 86
60 4958 29
3104 216 7
4156 418 2
2309 3212 1
4055 4901 69
1673 2127 23
3565 4915 52
3705 4659 31
4251 4233 17
2452 1413 100
560 2576 49
4052 2129 90
2475 1296 42
1380 2848 10
2665 1978 1
4294 2705 64
677 2923 71
728 4191 5
4126 468 47
4886 842 1
1332 4218 17
540 4498 2
1047 1787 5
2962 3092 95
2573 3969 63
4392 391 34
853 2698 84
3969 2626 39
3301 327 88
350 479 38
2550 4010 79
1047 4098 58
3201 1553 42
1975 1752 58
1176 3746 49
3328 1476 60
3461 402 74
4390 924 55
868 3394 36
1968 4480 48
4817 1965 42
4081 4714 55
4052 2150 16
3553 2331 67
2546 4588 34
2797 1780 29
4297 592 68
3461 2667 1
3973 483 90
1201 4402 5
687 1046 35
1046 2105 74
2586 4304 95
1917 837 18
4586 2766 97
2612 2919 52
3670 3821 41
835 2078 29
1269 1238 72
3519 1947 26
2281 2377 60
3909 2768 31
952 376 17
4668 4322 37
1851 203 6
104 1699 6
4123 4300 56
1588 2616 18
4144 4208 32
217 4427 36
2744 2135 43
1803 3528 76
2283 1070 51
535 1721 13
2334 1701 49
1397 4943 10
3595 569 41
3736 1472 82
4956 443 67
3423 871 34
2943 509 20
3320 1539 26
3858 2167 18
2085 1697 31
2152 3653 70
4942 4621 29
1847 771 40
3750 2281 1
4551 3459 14
65 329 50
718 3462 92
2216 161 99
3564 4671 63
3946 4 33
3506 2437 20
4161 2615 6
3218 1092 15
2939 3912 90
2389 3481 62
2146 505 72
728 953 42
3120 1379 71
883 3954 72
1186 3523 54
1641 77 55
2452 1247 24
3189 4684 28
3553 478 26
3398 3342 18
2342 4835 40
1163 4313 78
1516 419 4
2170 1059 59
260 4490 39
2697 2846 93
2848 808 40
3839 3720 91
3745 4203 51
2686 2505 70
953 2563 92
3968 2273 84
762 377 38
264 755 35
3900 1485 22
1030 1218 82
2919 3324 45
1820 2089 83
4843 1521 68
3727 3453 43
311 2848 18
4158 4617 23
713 885 94
3436 2844 70
3460 4740 86
1612 1139 56
3526 1049 84
4330 1473 40
1552 1014 78
960 413 16
572 4086 73
868 4588 11
919 1230 68
1310 2138 15
3810 1601 47
2687 3077 85
4671 2744 92
3979 3493 39
3840 2504 45
2054 1393 60
2148 2686 52
2135 2450 82
4764 3939 6
1583 2009 54
2688 1358 64
4228 1429 3
836 1471 6
854 2528 55
3514 311 22
3839 3470 34
4076 2912 90
1785 2709 1
1526 258 70
2566 732 8
2585 4678 67
4789 2522 63
757 4455 96
3131 3129 95
3734 2642 24
1007 2331 97
101 1038 35
3249 1198 26
3127 24 49
2213 882 55
1467 4232 76
661 560 52
2883 1263 63
1973 3161 45
3583 4157 62
503 4746 17
2918 23 1
2966 2833 10
1440 4087 93
4866 628 45
1695 379 86
1279 66 72
610 1935 73
2952 723 84
4871 4152 40
4813 83 83
2044 2766 37
2681 4563 66
1883 3612 69
4481 3332 41
4734 1799 27
613 4546 73
411 2443 57
1210 1362 33
1994 4148 34
3817 1605 52
459 3630 67
4311 2074 62
905 1934 21
3143 2976 17
4240 3261 31
4776 1376 46
2914 1634 34
4657 601 33
2815 2279 76
2261 4729 27
1269 1112 100
4399 870 6
3058 1247 45
2183 2935 62
4301 4406 13
191 3680 18
3067 3570 2
4454 1197 58
375 1908 43
3341 1343 79
2973 4894 93
4747 2403 55
53 4473 16
1108 1127 39
3097 2542 61
887 3219 22
1400 423 40
1252 2402 49
262 4380 34
1420 548 8
3853 4426 18
2220 1559 91
4387 3133 97
3331 782 39
86 1615 2
290 1915 2
2593 2867 43
3197 3423 32
1115 443 62
3912 1062 3
884 1312 73
1695 1852 63
849 2130 58
514 3593 99
2354 1463 58
4304 331 58
339 1090 45
2598 486 2
631 4527 88
2884 4736 73
1144 3374 24
2788 4615 40
4999 1475 38
863 3438 81
2709 2895 41
2054 2235 12
1284 3572 50
1522 2081 78
1300 4145 97
1225 877 25
4490 3096 51
4202 1696 48
1636 2346 23
461 4063 73
1641 3527 26
3602 2583 13
4842 4665 13
362 575 36
4218 324 85
4950 877 89
3855 3580 66
916 1287 66
1412 2745 71
938 419 88
987 3026 61
4720 3803 4
4024 599 93
2833 158 68
3858 803 35
3447 1006 88
2643 4756 1
3099 678 15
4853 1797 4
4707 4332 66
3156 4078 2
1201 4182 99
4876 4713 80
4793 271 74
446 4903 15
1123 3054 16
1449 2117 91
1070 707 96
4408 841 72
4477 2927 97
3112 1947 6
1908 2965 94
4842 3213 61
2645 2798 2
2381 4659 91
2287 3979 64
4729 4519 37
872 3564 50
846 1485 40
2259 3932 65
1918 3060 46
1566 4741 48
3122 2985 31
4449 4851 12
1403 455 57
3572 4055 83
1089 4426 53
1507 3511 73
1632 4552 65
1376 4132 97
4518 472 37
1308 3982 6
4772 294 51
3866 3827 4
1649 3590 15
4307 930 16
2159 223 34
3641 3322 84
3249 789 13
2345 2324 15
3142 4502 5
4460 3864 95
745 414 13
730 960 13
3656 4381 40
1659 4098 3
993 1309 43
3785 777 74
400 1747 86
1870 580 1
1496 3277 64
3015 4965 36
4195 3688 6
2140 3714 94
2544 1255 3
389 3714 96
2412 1311 29
2918 1862 19
194 4287 23
184 4586 49
1093 235 96
1606 2564 67
3698 4992 17
3053 3445 27
4528 2357 67
2562 835 80
3981 4639 24
222 454 59
1197 2013 5
4477 3494 38
874 4974 95
2100 2552 9
1175 3911 1
1968 2868 3
3391 2987 11
1805 2985 91
3178 4713 57
1597 972 52
2276 4928 13
832 2079 73
2622 178 37
1678 4756 59
1605 60 36
2359 3129 20
1538 2621 46
4900 4122 87
83 2683 70
1484 368 11
626 1479 100
2874 2692 15
3491 2465 51
295 823 39
490 1381 37
3498 789 14
2035 2085 72
4200 2297 6
4991 4906 4
1056 176 2
3056 1651 31
3496 2857 91
1074 3775 29
1015 3761 6
1277 4555 6
3941 3447 95
2408 236 61
417 2033 71
4601 3049 16
2422 592 84
2776 679 73
2091 1330 62
608 3124 81
3196 1462 13
2372 2619 34
2400 2660 92
2204 4388 10
1874 3785 85
2675 1643 32
1837 2334 57
1580 4949 38
470 645 30
1973 519 7
501 2160 5
765 4185 67
2297 2662 4
4095 1358 30
4911 1511 36
4175 3542 32
2259 2041 42
3849 1685 67
2021 17 36
1450 939 46
3571 1004 31
4038 2271 30
2086 4972 61
2490 2241 13
2502 688 33
331 4821 93
3286 2729 45
4856 3737 37
1206 341 15
555 313 39
4220 2670 47
4211 4104 100
1133 3357 36
3513 2590 37
3437 4596 97
718 2490 25
18 4533 3
1142 258 18
1392 373 45
2259 798 10
1108 609 72
269 2095 66
2930 4082 76
3727 2190 19
4053 3855 31
4381 1790 41
147 2555 39
847 3987 35
3536 3878 44
1142 2150 100
2120 2799 5
4203 2495 39
1758 3303 63
1607 820 95
202 2557 77
857 1347 92
2902 2420 2
3015 4187 17
4656 4524 55
4332 1330 61
2492 408 8
3354 1597 73
1585 376 33
4086 1677 53
4228 198 23
29 2179 82
4789 2373 24
3731 3121 6
3190 4053 5
1444 4530 89
684 2616 99
2351 4110 62
412 484 6
3915 4511 37
1191 4314 72
483 137 41
3066 930 77
4787 861 31
3798 4096 65
3859 3645 84
4822 400 8
2031 4861 30
1922 4697 57
2746 4990 25
3473 1474 9
4039 461 6
397 4303 39
3265 3015 84
4053 3715 63
4724 3956 33
1438 1256 27
2365 165 68
1951 672 52
2285 4077 81
929 4950 86
4544 2483 32
2551 807 13
1024 1418 80
2055 1534 83
827 3710 32
1894 4337 27
4052 4315 57
4354 789 8
2634 1060 71
1959 189 51
1430 4015 56
3612 1913 29
3831 4202 55
2018 958 29
794 4476 92
833 4198 36
26 2804 56
4469 4431 41
1795 786 94
4290 623 96
3745 1849 13
2076 2245 82
326 4332 73
3612 1415 40
4916 3989 3
3659 3805 23
3771 4929 17
3377 2735 7
219 2721 22
3737 934 99
3892 3856 5
3749 1482 12
443 3224 62
4431 3170 20
2955 2747 60
900 1895 40
214 372 35
4578 2921 2
3711 2190 30
722 1742 98
2194 3425 20
2046 1037 73
4222 424 74
3587 206 75
4036 1472 69
4924 2628 8
3848 2329 7
972 510 10
2246 119 26
1853 186 4
3067 1069 73
458 4761 82
2486 3479 26
3335 1727 65
426 2752 33
2778 4151 78
1552 3310 100
2680 2153 75
4123 2547 24
816 273 37
3854 695 40
569 467 36
2296 1990 7
221 2947 26
4949 1207 74
4757 501 12
2397 478 58
2587 937 85
4795 4505 31
1562 3420 62
1667 57 43
1787 2979 43
1200 3044 57
1295 1804 21
3820 4800 85
105 1258 26
4986 3252 9
1512 4100 98
1903 3445 26
382 4103 89
3957 4311 42
1838 1043 36
1902 3726 25
4487 1728 4
1722 3433 8
2122 505 40
3573 3137 54
36 1190 95
2230 1154 24
3100 1313 26
2100 1888 87
1396 4452 75
3389 2766 62
3111 2388 48
4281 1094 84
3040 2978 12
4543 4334 64
1671 2408 38
1047 3563 22
1213 1482 33
1636 654 29
38 4459 70
2370 2541 25
4301 1586 81
364 126 39
3052 426 61
4103 1777 27
3297 867 23
801 2829 57
3381 2918 18
3879 4033 87
4984 97 80
1912 4163 56
848 3376 94
636 3645 22
507 947 36
3364 14 91
1253 3011 19
2734 3391 28
1213 3564 1
1549 2224 33
2927 4603 97
4143 441 18
3893 4058 79
3641 1831 42
1667 4828 86
3669 2578 55
3046 1486 33
1249 574 5
2111 3197 94
3488 3899 80
1473 4021 56
3031 346 84
2910 742 54
4540 3595 37
1466 2005 34
941 2711 21
2756 2302 73
1303 3929 17
48 3571 32
1993 2172 44
1773 3866 84
2966 4627 63
3841 4268 31
1175 4596 89
3563 4418 49
2797 1426 14
478 42 79
4022 2975 60
417 4757 15
2382 2442 46
1883 4657 86
191 129 86
1193 1736 96
4579 3103 73
2146 1610 56
4122 1698 58
1181 298 99
254 1105 6
3064 2343 91
403 3494 100
3500 4099 27
1120 4716 35
360 3311 14
4901 1557 41
2187 285 80
631 2657 96
695 1564 56
4733 3902 99
3030 1458 20
2309 3474 18
3385 3178 42
3769 768 27
3103 2807 13
1094 4021 82
770 4745 30
2353 594 28
2919 3865 90
3730 1774 27
2495 374 90
2230 4052 18
1708 3495 8
188 778 90
4070 742 45
3842 3005 43
2954 4352 42
2320 1641 20
2828 1669 42
2968 3694 5
4005 3013 70
2563 1828 47
2902 702 29
2885 4495 57
2589 505 66
1535 4959 5
1002 2850 62
2861 2017 30
4515 4415 74
1837 2425 85
3623 477 49
2386 4636 34
3596 4916 79
3592 1730 36
4162 1694 66
3266 3482 76
660 1686 53
3927 2565 4
3802 311 9
4368 2204 38
1181 1109 52
4434 4031 67
1415 342 51
685 3660 57
4095 824 73
3632 1607 74
3479 2675 45
4807 2354 5
2059 1018 71
4167 2998 70
442 1994 61
3547 2827 36
2131 4342 12
1164 1993 19
1047 2905 63
2886 2808 89
3316 272 54
3606 2677 84
3822 2637 10
2225 363 38
4487 4470 60
3086 4922 79
559 3546 84
1789 1984 61
4661 2789 14
4512 3499 89
531 2633 74
4548 2697 54
138 224 83
3095 565 16
4650 1567 36
1682 2842 77
3331 4701 89
3261 487 84
997 4315 68
4547 1431 22
4491 3890 18
626 2465 3
566 4198 32
398 2515 71
74 2768 69
4271 3760 80
2861 4617 29
3386 3323 85
4959 2893 41
2058 3801 90
204 4883 17
679 498 43
2248 2648 20
2396 1092 77
2613 1409 25
2463 2222 30
800 3400 99
1344 427 49
1570 690 41
214 2547 16
2457 957 32
1782 4916 6
4013 3779 60
3607 2246 70
1874 3682 16
2272 420 67
2010 4768 23
2072 3757 47
914 2354 66
916 300 38
66 4859 35
3136 1750 40
1678 915 21
587 840 13
2234 1945 53
4007 654 14
128 1488 69
1904 2382 54
252 2538 18
1942 3619 42
1529 586 32
3284 3780 56
60 2681 56
1544 2996 3
905 2112 71
2553 302 68
3462 3869 100
2745 2432 68
2324 1934 15
1245 1942 28
398 1950 40
4405 1292 71
2008 1692 25
1 4525 95
1728 1650 43
3363 177 26
3612 1175 100
3329 17 34
1561 2986 54
3858 3493 52
3195 4245 37
990 2272 71
2510 4352 42
4932 2145 95
4082 132 87
4970 1317 99
1836 4899 68
4570 4004 72
1910 2067 90
4227 264 4
3384 262 60
599 3606 83
522 3189 98
1083 3946 40
3984 4701 18
1841 3031 25
1831 4002 100
1078 577 52
3594 1761 13
1397 4513 59
2573 3575 99
2228 4562 76
3 253 9
489 3252 35
1594 4193 2
3353 3278 76
859 3200 30
1431 3217 73
504 1822 42
179 502 23
2128 485 22
3672 4497 30
1532 2476 98
4427 2610 34
2816 1137 63
878 2663 60
301 3084 59
2895 3966 87
1939 1629 73
3798 3164 27
58 3553 94
751 678 22
3624 3260 75
437 2386 3
3560 3709 50
965 2340 96
2328 2230 48
3474 1163 34
4130 1652 79
626 1295 38
296 2797 41
4211 1738 99
1929 3445 71
4702 1639 49
3099 3647 16
4068 4594 23
3287 4589 19
1678 2303 13
1423 2957 23
1820 615 51
2343 3054 86
2165 4578 30
54 578 25
4226 3746 23
7 543 64
60 4929 54
3841 1759 68
1079 4265 54
809 2933 71
1059 2652 95
4328 1358 8
21 1567 90
3542 1921 97
3340 1536 43
2405 1813 76
1696 3279 18
3604 1771 61
4948 1328 70
1891 1676 67
4426 4087 21
162 4791 63
3437 311 43
3153 658 44
3373 3827 72
3722 3903 88
2810 4245 95
2771 4228 5
124 3247 48
4647 936 15
4401 4064 13
4035 879 45
1538 4762 85
791 1152 73
2903 3205 53
364 2232 4
1007 3816 11
1491 4408 100
4072 4719 40
200 337 16
335 431 89
3485 2309 95
3821 3960 72
3 3430 85
4341 476 46
1817 4541 64
4514 3158 17
1759 1095 61
1543 1590 96
3791 4775 42
480 464 71
3689 1800 33
2691 3028 19
3311 2843 92
4639 1281 97
652 1063 79
761 1947 15
3151 3924 70
4432 548 93
165 3053 56
3650 3275 29
2562 986 11
3833 1737 97
2144 3968 76
681 571 86
458 2404 47
282 3367 14
65 4535 40
2280 650 40
4879 4189 18
2767 4875 44
950 3655 87
2606 16 26
3616 2693 36
2581 4336 58
4179 1773 24
639 1220 82
362 4547 39
3610 1040 34
1549 1628 27
4612 767 26
4663 665 98
4815 1394 34
187 1481 15
2875 345 26
218 4392 19
1713 3573 41
810 2932 88
185 1483 16
2824 2493 69
1720 1436 16
4569 2993 29
2950 1573 22
3872 1651 10
2407 2602 97
2029 4655 20
2345 3865 18
590 1410 11
2620 3072 62
2614 3392 87
693 2488 32
2325 239 45
2033 3469 30
1370 538 57
1548 4932 48
1132 3877 94
2476 2414 92
2984 972 86
1642 3494 86
3987 396 49
3387 2550 67
4472 1596 55
1925 4545 15
1406 697 37
1179 1256 61
1369 4719 90
4595 3463 80
1313 2718 80
2258 1195 26
2779 4458 41
2379 4266 49
4989 1906 68
563 4357 32
2255 2040 53
4639 2870 51
2514 2307 65
2138 1347 89
2803 181 73
3786 2453 2
1773 3849 6
279 4120 45
2915 898 7
3366 403 6
308 998 25
1719 445 5
1181 776 22
4976 236 91
600 3429 72
2377 1153 4
2835 194 5
2856 2059 87
4683 4080 38
3422 1928 63
3823 3453 19
4203 2573 59
1611 2206 62
1532 3209 42
4826 635 37
778 2101 21
821 260 95
1763 27 54
774 2032 96
2776 4649 12
4302 3306 87
2280 15 37
1478 1075 34
879 4725 13
2910 953 12
698 69 61
4178 3217 55
1419 3359 41
838 3179 35
2355 1032 3
2855 965 34
1803 1603 55
2492 674 19
2416 3155 58
4094 668 70
404 736 43
3996 4997 67
4892 1768 88
1060 1495 22
3095 2275 80
4306 679 68
3945 3591 16
2963 3393 85
1325 3714 38
4741 2538 78
1568 1972 99
3439 1236 47
2666 2652 23
687 1923 94
299 3893 63
4076 1854 71
3199 2360 20
59 79 7
3536 2907 55
3638 561 49
4908 2531 35
509 822 66
879 502 12
3697 1243 42
1357 54 59
3185 3934 35
1143 422 36
3539 394 82
1979 591 6
2405 4331 35
1445 3591 86
2726 3011 13
2270 2151 45
704 2772 14
4134 4269 33
4202 2052 22
2256 2333 65
4664 3273 77
4774 4897 32
3619 1880 8
3405 3817 53
438 651 52
1257 2755 14
4304 2578 50
2577 3267 68
4949 1771 96
826 721 42
2564 557 4
706 4646 6
1196 4455 12
3657 247 69
424 3851 19
4975 4511 21
4016 4306 59
4522 4559 88
3969 4403 34
4408 2995 32
2157 3427 42
3747 1627 75
4750 3336 98
3719 4704 55
1295 32 64
173 3385 31
4757 3807 51
1943 2722 60
1980 1491 10
2950 1383 87
3022 3624 59
3011 3257 10
4125 1333 57
3613 4007 29
2048 2576 99
1409 177 91
213 4978 88
3766 4021 64
2660 1910 49
72 3236 4
4833 796 67
1424 3615 55
4487 1812 61
975 203 92
1825 4211 13
1245 3580 97
4436 4415 70
944 2258 8
1462 2957 40
194 3257 75
969 2650 23
540 1317 93
2972 50 23
2703 2776 78
488 4063 6
2927 4645 38
1434 4466 11
2856 4345 13
698 3327 81
4950 3832 69
4256 1970 19
2924 2934 94
4728 3627 31
3576 3905 88
2081 1260 13
1052 2562 97
1178 651 96
1538 1539 61
3522 1102 88
1536 3562 88
1267 1063 56
1327 1372 49
1425 1918 52
2526 319 13
388 2491 65
4919 1408 20
698 2667 90
868 475 9
257 847 36
4918 2428 3
830 790 9
4975 2786 73
738 1903 89
3880 1141 26
3253 4970 46
2588 3019 31
4507 4735 73
515 3415 92
1654 1785 31
3870 2920 34
3894 3347 17
2053 2154 39
3605 2801 68
4912 4234 61
1279 1830 9
3247 1498 42
3948 4150 68
1733 4073 12
2928 2776 58
1920 863 54
1157 4081 50
3510 4658 88
4334 4757 90
294 397 61
767 2752 82
2451 450 6
1412 971 92
2074 3157 18
3439 4223 25
1900 1218 78
1152 4090 60
619 3972 50
2202 983 41
4370 3980 32
4915 1818 41
1022 2266 97
3032 3205 77
1177 2534 14
3701 4865 37
3475 2382 56
3507 301 29
2712 2428 36
3288 4380 100
402 272 90
737 3656 53
2971 1083 21
2779 3120 36
4631 23 49
630 259 59
1488 1691 24
3123 2128 37
2075 860 50
1854 2817 38
1832 1613 90
2517 4528 77
4237 3095 96
458 2307 1
1335 1566 96
1535 2130 46
2208 1257 33
3081 1054 92
3615 3195 67
2904 209 21
4005 2514 61
609 3638 69
4002 78 71
2973 788 73
3252 4245 100
1981 2545 45
518 4751 73
254 4084 77
4342 2977 75
2874 254 93
1229 1367 9
2889 137 63
1310 4985 98
1005 4750 35
428 1377 3
4621 4737 34
3113 2902 91
4592 75 6
731 3210 95
418 2314 9
1755 2387 17
1757 1759 85
686 4755 19
687 337 16
963 1777 16
1890 2056 7
3275 3101 64
332 2355 87
4248 3501 97
598 3650 35
2861 1509 38
2210 3155 77
421 440 53
3178 788 33
1847 3959 25
4448 1476 7
2715 3077 10
2180 1327 85
1396 1896 75
2263 1609 49
3966 2232 95
1121 1579 90
4157 639 51
72 4138 60
3553 2309 56
4938 4612 6
1580 2964 97
341 4578 62
2389 2551 54
4320 4941 76
2232 4365 35
2998 4518 38
2103 1051 8
3346 3667 87
2457 3205 91
701 4495 16
2129 3196 87
1407 396 74
3646 1893 98
2444 1227 67
4052 4128 66
535 809 63
1916 2287 41
4981 4232 23
4683 3499 82
1991 1929 28
3234 3145 75
11 2514 17
4555 1211 23
4814 3967 54
562 4984 19
4272 2847 78
3737 2780 98
641 1142 5
3585 254 75
2278 336 5
67 4709 43
2702 4547 25
2225 789 87
994 4585 52
4467 291 26
1559 1434 22
4414 4995 26
182 356 80
1192 3909 62
2046 4077 39
1032 4337 22
326 3899 55
3863 3096 76
216 2658 26
3480 2192 66
3110 372 26
1634 1595 13
917 2412 51
102 3219 61
1346 4329 31
3223 3046 66
3455 2949 30
1377 2563 45
4862 1271 9
3075 2543 88
4545 425 19
4576 2751 66
2808 2254 66
1128 4549 72
387 4965 5
1720 3162 36
2547 2490 100
1252 1633 95
1339 1936 81
2437 4746 55
781 2897 44
2435 1970 29
1846 290 7
286 4582 65
1891 2949 83
1790 5000 72
3455 2373 70
4571 1552 15
4851 3867 58
1677 3356 88
4479 1097 40
1162 2348 12
403 4613 96
4475 3574 97
3870 579 5
2706 248 42
3417 524 77
2481 2727 35
2234 1663 28
2383 4549 71
338 2154 6
1741 3488 8
4606 3972 70
4894 492 72
4152 2174 54
3618 834 3
2029 3769 70
890 1957 4
1214 2024 7
3899 3976 97
831 2478 65
488 1292 7
1421 2231 22
1620 2339 25
1203 1405 84
743 3317 27
340 1920 83
3593 4277 80
4510 714 71
4435 2042 76
2708 1537 85
3859 920 30
1916 4360 39
2963 1427 27
2994 3046 33
4215 4184 98
1164 4045 30
3753 2574 88
4217 3948 81
512 2326 16
1248 584 30
1401 3311 33
71 2235 91
3711 839 72
1174 657 35
549 2297 85
4959 72 94
2537 2764 21
3801 201 2
776 3334 57
4751 171 45
4497 4619 88
3036 2412 98
1152 676 44
3315 429 6
1735 2911 14
2216 4907 49
4033 4960 34
3346 630 45
993 4212 56
92 4573 71
3487 3488 99
2616 1933 41
4240 1101 78
1269 4096 96
275 4828 80
1852 3504 85
2189 4530 17
4742 1556 100
3770 3189 67
1523 3614 67
2613 1156 42
4978 4152 91
4777 1001 22
3293 1163 38
4074 4443 54
2295 2609 40
1540 2741 16
1638 1299 7
2523 1531 86
4958 1607 79
1713 4700 52
4696 1362 86
3694 2354 28
1681 3521 36
2943 1400 34
3847 2682 60
1964 1333 58
3492 2315 81
3524 3983 80
1557 3941 51
2005 956 84
1951 2734 25
3864 2360 13
3671 2966 68
4965 1507 80
1771 577 99
1307 895 83
4081 4786 89
1127 4395 72
1187 702 15
2021 3341 38
2326 4196 3
160 4665 47
622 3735 16
3438 3875 43
2602 1249 78
2614 1757 84
3963 3034 6
1068 2424 39
348 3559 59
457 3926 28
243 3953 97
3621 2569 93
414 2069 98
4602 2956 97
3437 3670 62
3645 4690 33
1312 4303 20
3107 854 99
1895 2079 76
473 1730 78
1220 2687 10
2647 2109 34
4249 1757 58
900 3924 1
258 2132 83
1490 3113 21
4214 3771 83
2690 2611 28
4080 2733 39
3987 548 2
3957 4620 15
4274 3606 26
4531 4413 30
2841 596 5
4709 2629 92
665 597 44
129 1845 99
507 1060 10
1272 2380 59
4372 2970 20
394 4141 52
2603 2341 53
962 1209 1
1540 1396 24
1876 1428 37
4493 1953 92
4618 731 64
2008 4400 29
1526 1258 63
1508 1481 41
2544 4573 47
2951 4186 12
3648 1972 59
325 4488 32
784 2050 94
4205 1699 81
441 2047 47
4815 1960 52
414 3341 37
1176 4834 51
2385 1383 53
122 3972 100
4451 1454 30
34 1744 48
3561 4177 26
3655 2829 56
2023 1057 20
392 2239 85
1368 3807 45
3624 473 98
3960 4945 55
428 332 56
3063 988 100
233 2001 28
4442 3733 19
631 4205 72
1880 1152 51
2566 3018 69
1175 1960 60
2754 3804 69
1754 4101 7
1286 2663 26
2121 2638 86
223 4741 50
3520 98 52
1608 4661 90
534 1796 20
2122 2460 27
3732 448 91
4252 1920 97
2676 3113 60
2565 2595 99
1293 3514 73
3580 4332 44
941 964 31
4772 2611 49
753 4681 80
3380 2542 78
605 1173 20
1141 2282 70
2415 3424 20
303 3940 38
2474 3335 14
1948 2644 3
1628 2164 21
2931 426 98
1267 1045 26
3941 268 75
3290 1152 44
2183 4575 62
932 1316 63
411 3269 99
172 3504 77
411 72 36
3329 3274 68
599 1964 67
2813 2411 71
528 108 70
2114 4725 88
3964 4545 45
3857 725 86
4657 2463 17
2630 1605 37
3850 3335 65
2004 1710 1
2569 1043 33
1339 685 16
1001 4320 72
2194 1076 89
3870 3741 85
4517 2591 23
4320 1076 82
1664 1791 16
270 780 69
829 703 87
381 2371 80
3041 3086 10
824 4039 6
3045 667 46
1335 2425 11
2339 77 76
4702 1495 65
2425 4913 60
4937 3651 21
243 2489 6
1857 3819 54
4360 2640 54
3049 760 53
4638 223 23
3044 291 58
3243 3411 19
3314 1777 65
1531 3089 14
1965 3664 39
1862 3730 36
1606 3596 85
3013 3449 91
2760 4434 52
3733 1466 50
4431 469 84
2653 2562 87
2526 3802 65
4385 784 81
919 1382 14
872 973 85
182 2833 88
3755 2977 62
